'space',0.2074437141418457,2.3866608142852783
's',0.42436981201171875,2.5861263275146484
'd',0.6717073917388916,2.6030807495117188
'num6',0.1436152458190918,2.634995460510254
'space',0.48022031784057617,2.8185036182403564
'space',0.2483351230621338,4.746391534805298
'num6',0.1356363296508789,4.986747980117798
's',0.2154231071472168,4.994726657867432
'd',0.72007155418396,5.002705097198486
'space',0.544541597366333,5.194192171096802
'd',0.1361408233642578,6.714686155319214
'd',0.3036932945251465,7.539004325866699
'space',0.17552995681762695,8.170870542526245
'd',0.12765789031982422,8.330443143844604
'space',0.25582075119018555,9.002161026000977
's',0.2877349853515625,9.282914876937866
'd',0.7681107521057129,9.298872470855713
'num6',0.1436152458190918,9.31482982635498
'space',0.48735785484313965,9.538735628128052
